Id,Name,Image_url,Tutorial_url,Description,Type,Level1,Level2
93,Circular Pie Chart,https://openbiox.github.io/Bizard/Hiplot/024-circular-pie-chart_files/figure-html/fig-1Circular-pie-chart-1.png,https://openbiox.github.io/Bizard/Hiplot/024-circular-pie-chart.html,Another form of the pie chart,Circular Pie Chart,HIPLOT,BASICS
94,Connected Scatterplot,https://openbiox.github.io/Bizard/Hiplot/026-connected-scatterplot_files/figure-html/fig-1Connected-scatterplot-1.png,https://openbiox.github.io/Bizard/Hiplot/026-connected-scatterplot.html,Connected scatterplot using ggplot,Connected Scatterplot,HIPLOT,BASICS
95,Contour (Matrix),https://openbiox.github.io/Bizard/Hiplot/027-contour-matrix_files/figure-html/fig-1Contour-matrix-1.png,https://openbiox.github.io/Bizard/Hiplot/027-contour-matrix.html,The contour map (matrix) is a graph that displays three-dimensional data in a two-dimensional form,Contour (Matrix),HIPLOT,BASICS
96,Contour (XY),https://openbiox.github.io/Bizard/Hiplot/028-contour-xy_files/figure-html/fig-1Contour-xy-1.png,https://openbiox.github.io/Bizard/Hiplot/028-contour-xy.html,Contour plot (XY) is a data processing method that reflects data density through contour line,Contour (XY),HIPLOT,BASICS
97,Simplified Correlation Heatmap,https://openbiox.github.io/Bizard/Hiplot/029-cor-heatmap-simple_files/figure-html/fig-1Cor-heatmap-simple-1.png,https://openbiox.github.io/Bizard/Hiplot/029-cor-heatmap-simple.html,Simplified variables correlation heatmap,Simplified Correlation Heatmap,HIPLOT,BASICS
98,Custom Heatmap,https://openbiox.github.io/Bizard/Hiplot/034-custom-heat-map_files/figure-html/fig-1Custom-heat-map-1.png,https://openbiox.github.io/Bizard/Hiplot/034-custom-heat-map.html,"Custom Heatmap, directly plot a heatmap based on the given data",Custom Heatmap,HIPLOT,BASICS
99,Custom Icon Scatter,https://raw.githubusercontent.com/openbiox/Bizard/refs/heads/main/images/Hiplot/035-custom-icon-scatter.png,https://openbiox.github.io/Bizard/Hiplot/035-custom-icon-scatter.html,A scatter plot with customizable icons,Custom Icon Scatter,HIPLOT,BASICS
100,D3 Wordcloud,https://raw.githubusercontent.com/openbiox/Bizard/refs/heads/main/images/Hiplot/036-d3-wordcloud.png,https://openbiox.github.io/Bizard/Hiplot/036-d3-wordcloud.html,Display the wordcloud,D3 Wordcloud,HIPLOT,BASICS
101,Mirror Density,https://openbiox.github.io/Bizard/Hiplot/038-density-hist-mirror_files/figure-html/fig-1Density-mirror-1.png,https://openbiox.github.io/Bizard/Hiplot/038-density-hist-mirror.html#mirror-density,The mirror density is a graph used to observe the distribution of continuous variables in two side view: top and bottom,Mirror Density,HIPLOT,BASICS
102,Mirror Histogram,https://openbiox.github.io/Bizard/Hiplot/038-density-hist-mirror_files/figure-html/fig-2Hist-mirror-1.png,https://openbiox.github.io/Bizard/Hiplot/038-density-hist-mirror.html#mirror-histogram,The mirror histogram is a graph used to observe the distribution of continuous variables in two side view: top and bottom,Mirror Histogram,HIPLOT,BASICS
103,Density Plot,https://openbiox.github.io/Bizard/Hiplot/039-density-histogram_files/figure-html/fig-1Density-1.png,https://openbiox.github.io/Bizard/Hiplot/039-density-histogram.html#density-plot,Use density plot to show data distribution,Density Plot,HIPLOT,BASICS
104,Histogram Plot,https://openbiox.github.io/Bizard/Hiplot/039-density-histogram_files/figure-html/fig-2Histogram-1.png,https://openbiox.github.io/Bizard/Hiplot/039-density-histogram.html#histogram-plot,Use or histograms plot to show data distribution,Histogram Plot,HIPLOT,BASICS
105,Density,https://openbiox.github.io/Bizard/Hiplot/040-density_files/figure-html/fig-1Density-1.png,https://openbiox.github.io/Bizard/Hiplot/040-density.html,The kernel density map is a graph used to observe the distribution of continuous variables,Density,HIPLOT,BASICS
106,Deviation Plot,https://openbiox.github.io/Bizard/Hiplot/041-deviation-plot_files/figure-html/fig-1Deviation-plot-1.png,https://openbiox.github.io/Bizard/Hiplot/041-deviation-plot.html,Deviation plot provides a visual representation of the differences between data points,Deviation Plot,HIPLOT,BASICS
107,Diverging Scale Barplot,https://openbiox.github.io/Bizard/Hiplot/043-diverging-scale_files/figure-html/fig-1barplot-1.png,https://openbiox.github.io/Bizard/Hiplot/043-diverging-scale.html#barplot,"The diverging scale is a graph that maps a continuous, quantitative input to a continuous fixed interpolator",Diverging Scale Barplot,HIPLOT,BASICS
108,Diverging Scale Lollipop Plot,https://openbiox.github.io/Bizard/Hiplot/043-diverging-scale_files/figure-html/fig-2lollipop-1.png,https://openbiox.github.io/Bizard/Hiplot/043-diverging-scale.html#lollipop-plot,"The diverging scale is a graph that maps a continuous, quantitative input to a continuous fixed interpolator",Diverging Scale Lollipop Plot,HIPLOT,BASICS
109,Donut,https://openbiox.github.io/Bizard/Hiplot/045-donut_files/figure-html/fig-1Donut-1.png,https://openbiox.github.io/Bizard/Hiplot/045-donut.html,"The donut is a variant of the pie chart, with a blank center allowing for additional information about the data as a whole to be included",Donut,HIPLOT,BASICS
110,Dual Y Axis Chart,https://openbiox.github.io/Bizard/Hiplot/047-dual-y-axis_files/figure-html/fig-1Dual-y-axis-1.png,https://openbiox.github.io/Bizard/Hiplot/047-dual-y-axis.html,The dual Y-axis graph can put two groups of data with larger orders of magnitude in the same graph for display,Dual Y Axis Chart,HIPLOT,BASICS
111,Dumbbell Chart,https://openbiox.github.io/Bizard/Hiplot/048-dumbbell_files/figure-html/fig-1Dumbbell-1.png,https://openbiox.github.io/Bizard/Hiplot/048-dumbbell.html,Dumbbell Chart can display the data change,Dumbbell Chart,HIPLOT,BASICS
112,Easy SOM,https://openbiox.github.io/Bizard/Hiplot/050-easy-som_files/figure-html/fig-1Eeasy-som-1.png,https://openbiox.github.io/Bizard/Hiplot/050-easy-som.html,Establish the SOM model and conduct the visulization,Easy SOM,HIPLOT,BASICS
113,Eulerr Plot,https://openbiox.github.io/Bizard/Hiplot/051-eulerr_files/figure-html/fig-1Eulerr-1.png,https://openbiox.github.io/Bizard/Hiplot/051-eulerr.html,Eulerr plot using eulerr package,Eulerr Plot,HIPLOT,BASICS
114,Extended Scatter,https://openbiox.github.io/Bizard/Hiplot/052-extended-scatter_files/figure-html/fig-1Eulerr-1.png,https://openbiox.github.io/Bizard/Hiplot/052-extended-scatter.html,An extended scatter plot adds marginal plots to the basic scatter plot to provide a more comprehensive view of the data distribution,Extended Scatter,HIPLOT,BASICS
115,Fan Plot,https://openbiox.github.io/Bizard/Hiplot/054-fan_files/figure-html/fig-1Fan-1.png,https://openbiox.github.io/Bizard/Hiplot/054-fan.html,The pie chart is a statistical chart designed to clearly show the percentage of each data group by the size of the pie,Fan Plot,HIPLOT,BASICS
116,Flower plot,https://openbiox.github.io/Bizard/Hiplot/056-flowerplot_files/figure-html/fig-1Flowerplot-1.png,https://openbiox.github.io/Bizard/Hiplot/056-flowerplot.html,Flower plot with multiple sets,Flower plot,HIPLOT,BASICS
117,Barstats,https://openbiox.github.io/Bizard/Hiplot/063-ggbarstats_files/figure-html/fig-1ggbarstats-1.png,https://openbiox.github.io/Bizard/Hiplot/063-ggbarstats.html,Barstats plot,Barstats,HIPLOT,BASICS
118,Betweenstats,https://openbiox.github.io/Bizard/Hiplot/064-ggbetweenstats_files/figure-html/fig-1ggbarstats-1.png,https://openbiox.github.io/Bizard/Hiplot/064-ggbetweenstats.html,Betweenstats plot,Betweenstats,HIPLOT,BASICS
119,Directed Acyclic Graphs,https://openbiox.github.io/Bizard/Hiplot/065-ggdag_files/figure-html/fig-1ggdag-1.png,https://openbiox.github.io/Bizard/Hiplot/065-ggdag.html,Visualizing directed acyclic graphs,Directed Acyclic Graphs,HIPLOT,BASICS
120,Dist Plot,https://openbiox.github.io/Bizard/Hiplot/066-ggdist_files/figure-html/fig-1ggdist-1.png,https://openbiox.github.io/Bizard/Hiplot/066-ggdist.html,The dist plot is a visual diagram using a confidence distribution,Dist Plot,HIPLOT,BASICS
121,Histostats,https://openbiox.github.io/Bizard/Hiplot/067-gghistostats_files/figure-html/fig-1gghistostats-1.png,https://openbiox.github.io/Bizard/Hiplot/067-gghistostats.html,Display data distribution and inference,Histostats,HIPLOT,BASICS
122,GGPIE,https://openbiox.github.io/Bizard/Hiplot/068-ggpie_files/figure-html/fig-1ggpie-1.png,https://openbiox.github.io/Bizard/Hiplot/068-ggpie.html,The pie chart is a statistical chart that shows the proportion of each part by dividing a circle into sections,GGPIE,HIPLOT,BASICS
123,Piestats Group,https://openbiox.github.io/Bizard/Hiplot/069-ggpiestats-group_files/figure-html/fig-1ggpiestats-group-1.png,https://openbiox.github.io/Bizard/Hiplot/069-ggpiestats-group.html,The group pie chart using ggstatsplot package,Piestats Group,HIPLOT,BASICS
124,Piestats,https://openbiox.github.io/Bizard/Hiplot/071-ggpiestats_files/figure-html/fig-1ggpiestats-1.png,https://openbiox.github.io/Bizard/Hiplot/071-ggpiestats.html,The pie chart using ggstatsplot package,Piestats,HIPLOT,BASICS
125,GGPubr Boxplot,https://openbiox.github.io/Bizard/Hiplot/072-ggpubr-boxplot_files/figure-html/fig-1ggpubr-boxplot-1.png,https://openbiox.github.io/Bizard/Hiplot/072-ggpubr-boxplot.html,Feature-rich boxplot (GGPubr interface),GGPubr Boxplot,HIPLOT,BASICS
126,Scatterstats,https://openbiox.github.io/Bizard/Hiplot/073-ggscatterstats_files/figure-html/fig-1ggpubr-boxplot-1.png,https://openbiox.github.io/Bizard/Hiplot/073-ggscatterstats.html,The scatter plot using ggstatsplot package,Scatterstats,HIPLOT,BASICS
127,Complex-Violin,https://openbiox.github.io/Bizard/Hiplot/075-ggwithinstats_files/figure-html/fig-1ggwithinstats-1.png,https://openbiox.github.io/Bizard/Hiplot/075-ggwithinstats.html,Complex-Violin plot using ggstatsplot package,Complex-Violin,HIPLOT,BASICS
128,ggwordcloud,https://openbiox.github.io/Bizard/Hiplot/076-ggwordcloud_files/figure-html/fig-1ggwordcloud-1.png,https://openbiox.github.io/Bizard/Hiplot/076-ggwordcloud.html,The word cloud is to visualize the ¡°keywords¡± that appear frequently in the web text by forming a ¡°keyword cloud layer¡± or ¡°keyword rendering¡±,ggwordcloud,HIPLOT,BASICS
129,Group Rank Dotplot,https://openbiox.github.io/Bizard/Hiplot/080-grdotplot_files/figure-html/fig-1grdotplot-1.png,https://openbiox.github.io/Bizard/Hiplot/080-grdotplot.html,Values distribution for different groups,Group Rank Dotplot,HIPLOT,BASICS
130,Group Bubble,https://openbiox.github.io/Bizard/Hiplot/081-group-bubble_files/figure-html/fig-1group-bubble-1.png,https://openbiox.github.io/Bizard/Hiplot/081-group-bubble.html,Group Bubble plot using ggplot2,Group Bubble,HIPLOT,BASICS
131,Group-comparison Heatmap,https://openbiox.github.io/Bizard/Hiplot/082-group-comparison_files/figure-html/fig-1group-comparison-1.png,https://openbiox.github.io/Bizard/Hiplot/082-group-comparison.html,Group-comparison Heatmap provides a way to compare multiple variables across multiple (>2) groups and visualize the result with heatmap,Group-comparison Heatmap,HIPLOT,BASICS
132,Group Dumbbell,https://openbiox.github.io/Bizard/Hiplot/083-group-dumbbell_files/figure-html/fig-1group-dumbbell-1.png,https://openbiox.github.io/Bizard/Hiplot/083-group-dumbbell.html,Group Dumbbell plot using ggalt package,Group Dumbbell,HIPLOT,BASICS
133,Group Line,https://openbiox.github.io/Bizard/Hiplot/084-group-line_files/figure-html/fig-1group-line-1.png,https://openbiox.github.io/Bizard/Hiplot/084-group-line.html,Group line plot using ggplot2,Group Line,HIPLOT,BASICS
134,Half Violin,https://openbiox.github.io/Bizard/Hiplot/085-half-violin_files/figure-html/fig-1group-line-1.png,https://openbiox.github.io/Bizard/Hiplot/085-half-violin.html,The half violin plot is a statistical graph used to display the distribution and probability density of data by replacing the left part with the data frequency count graph on the basis of keeping the right part of violin graph.,Half Violin,HIPLOT,BASICS
135,Interval Area Chart,https://openbiox.github.io/Bizard/Hiplot/089-interval-area-chart_files/figure-html/fig-1interval-area-chart-1.png,https://openbiox.github.io/Bizard/Hiplot/089-interval-area-chart.html,Interval area chart using ggplot2,Interval Area Chart,HIPLOT,BASICS
136,Interval Bar Chart,https://openbiox.github.io/Bizard/Hiplot/090-interval-bar-chart_files/figure-html/fig-1interval-bar-chart-1.png,https://openbiox.github.io/Bizard/Hiplot/090-interval-bar-chart.html,Interval bar chart using ggplot2,Interval Bar Chart,HIPLOT,BASICS
137,Likert Plot,https://openbiox.github.io/Bizard/Hiplot/091-likert_files/figure-html/fig-1likert-1.png,https://openbiox.github.io/Bizard/Hiplot/091-likert.html,Descriptive statistical analysis of Likert scale data,Likert Plot,HIPLOT,BASICS
138,Line (Color Dot),https://openbiox.github.io/Bizard/Hiplot/092-line-color-dot_files/figure-html/fig-1line-color-dot-1.png,https://openbiox.github.io/Bizard/Hiplot/092-line-color-dot.html,Color dot plot with line,Line (Color Dot),HIPLOT,BASICS
139,Line (errorbar),https://openbiox.github.io/Bizard/Hiplot/093-line-errorbar_files/figure-html/fig-1line-errorbar-1.png,https://openbiox.github.io/Bizard/Hiplot/093-line-errorbar.html,The error line mainly indicates the error range of each data point and shows the potential error or uncertainty relative to each data in the series,Line (errorbar),HIPLOT,BASICS
140,Line,https://openbiox.github.io/Bizard/Hiplot/095-line_files/figure-html/fig-1line-1.png,https://openbiox.github.io/Bizard/Hiplot/095-line.html,The line chart is a statistical chart that USES a linear or logarithmic scale to draw data in a two - or three-dimensional view to show the data set or track the characteristics of the data over time,Line,HIPLOT,BASICS
141,Moon charts,https://openbiox.github.io/Bizard/Hiplot/122-moon-charts_files/figure-html/fig-1moon-charts-1.png,https://openbiox.github.io/Bizard/Hiplot/122-moon-charts.html,The moon chart is a graph that uses the moon¡¯s waxing and waning to reflect the size of the data,Moon charts,HIPLOT,BASICS
142,Multiple Histograms,https://openbiox.github.io/Bizard/Hiplot/125-multiple-histograms_files/figure-html/fig-1multiple-histograms-1.png,https://openbiox.github.io/Bizard/Hiplot/125-multiple-histograms.html,Multiple histograms are plotted on the same graph to compare differences between multiple sets of data,Multiple Histograms,HIPLOT,BASICS
143,Network (igraph),https://openbiox.github.io/Bizard/Hiplot/127-network-igraph_files/figure-html/fig-1network-igraph-1.png,https://openbiox.github.io/Bizard/Hiplot/127-network-igraph.html,Network (igraph) can be used to visulize basic network based on igraph,Network (igraph),HIPLOT,BASICS
144,Neural Network,https://openbiox.github.io/Bizard/Hiplot/129-neural-network_files/figure-html/fig-1network-igraph-1.png,https://openbiox.github.io/Bizard/Hiplot/129-neural-network.html,Neural network plot using nnet package,Neural Network,HIPLOT,BASICS
145,Parallel Coordinate,https://openbiox.github.io/Bizard/Hiplot/132-parallel-coordinate_files/figure-html/fig-1parallel-coordinate-1.png,https://openbiox.github.io/Bizard/Hiplot/132-parallel-coordinate.html,Parallel coordinate plot for cancer data,Parallel Coordinate,HIPLOT,BASICS
146,Pareto Chart,https://openbiox.github.io/Bizard/Hiplot/133-pareto-chart_files/figure-html/fig-1pareto-chart-1.png,https://openbiox.github.io/Bizard/Hiplot/133-pareto-chart.html,Pareto chart using ggplot2,Pareto Chart,HIPLOT,BASICS
147,Parliament,https://openbiox.github.io/Bizard/Hiplot/134-parliament_files/figure-html/fig-1parliament-1.png,https://openbiox.github.io/Bizard/Hiplot/134-parliament.html,"The parliamentary chart is a data processing method that looks like a parliamentary seat, with points representing a data set to show the share ratio of each group more flexibly",Parliament,HIPLOT,BASICS
148,Perspective,https://openbiox.github.io/Bizard/Hiplot/137-perspective_files/figure-html/fig-1perspective-1.png,https://openbiox.github.io/Bizard/Hiplot/137-perspective.html,The three-dimensional perspective is a three-dimensional figure that can connect the higher values contained in a matrix with surfaces,Perspective,HIPLOT,BASICS
149,3D Pie,https://openbiox.github.io/Bizard/Hiplot/138-pie-3d_files/figure-html/fig-1pie-3d-1.png,https://openbiox.github.io/Bizard/Hiplot/138-pie-3d.html,The 3D pie chart is a pie chart that has a 3D appearance,3D Pie,HIPLOT,BASICS
150,Pie Group,https://openbiox.github.io/Bizard/Hiplot/139-pie-group_files/figure-html/fig-1pie-group-1.png,https://openbiox.github.io/Bizard/Hiplot/139-pie-group.html,Pie plot with group,Pie Group,HIPLOT,BASICS
151,Pie Matrix,https://openbiox.github.io/Bizard/Hiplot/140-pie-matrix_files/figure-html/fig-1pie-matrix-1.png,https://openbiox.github.io/Bizard/Hiplot/140-pie-matrix.html,Pie matrix,Pie Matrix,HIPLOT,BASICS
152,Pie,https://openbiox.github.io/Bizard/Hiplot/141-pie_files/figure-html/fig-1pie-1.png,https://openbiox.github.io/Bizard/Hiplot/141-pie.html,The pie chart is a statistical chart that shows the proportion of each part by dividing a circle into sections,Pie,HIPLOT,BASICS
153,Point (SD),https://openbiox.github.io/Bizard/Hiplot/142-point-sd_files/figure-html/fig-1point-sd-1.png,https://openbiox.github.io/Bizard/Hiplot/142-point-sd.html,Displaying the standard deviation (SD) of multi-group data,Point (SD),HIPLOT,BASICS
154,Pyramid Chart,https://openbiox.github.io/Bizard/Hiplot/144-pyramid-chart_files/figure-html/fig-1pyramid-chart-1.png,https://openbiox.github.io/Bizard/Hiplot/144-pyramid-chart.html,The pyramid chart is a pyramid-like figure that distributes data on both sides of a central axis,Pyramid Chart,HIPLOT,BASICS
155,Pyramid Chart 2,https://openbiox.github.io/Bizard/Hiplot/145-pyramid-chart2_files/figure-html/fig-1pyramid-chart2-1.png,https://openbiox.github.io/Bizard/Hiplot/145-pyramid-chart2.html,The pyramid chart is a pyramid-like figure that distributes data on both sides of a central axis,Pyramid Chart 2,HIPLOT,BASICS
156,Pyramid Stack,https://openbiox.github.io/Bizard/Hiplot/146-pyramid-stack_files/figure-html/fig-1pyramid-stack-1.png,https://openbiox.github.io/Bizard/Hiplot/146-pyramid-stack.html,The pyramid stack is a pyramid-like figure that distributes data on both sides of a central axis,Pyramid Stack,HIPLOT,BASICS
157,Pyramid Stack2,https://openbiox.github.io/Bizard/Hiplot/147-pyramid-stack2_files/figure-html/fig-1pyramid-stack2-1.png,https://openbiox.github.io/Bizard/Hiplot/147-pyramid-stack2.html,The pyramid stack is a pyramid-like figure that distributes data on both sides of a central axis,Pyramid Stack2,HIPLOT,BASICS
158,R Script Flow,https://raw.githubusercontent.com/openbiox/Bizard/refs/heads/main/images/Hiplot/149-r-code-flow.jpg,https://openbiox.github.io/Bizard/Hiplot/149-r-code-flow.html,"R script flow can realize the visual window of if, else and other logic functions",R Script Flow,HIPLOT,BASICS
159,Radar,https://openbiox.github.io/Bizard/Hiplot/150-radar_files/figure-html/fig-1radar-1.png,https://openbiox.github.io/Bizard/Hiplot/150-radar.html,Radar chart displays multivariable data in the form of two-dimensional charts representing three or more quantitative variables on the axis starting from the same point,Radar,HIPLOT,BASICS
160,Ribbon,https://openbiox.github.io/Bizard/Hiplot/153-ribbon_files/figure-html/fig-1ribbon-1.png,https://openbiox.github.io/Bizard/Hiplot/153-ribbon.html,The ribbon diagram is a pattern similar to a ribbon,Ribbon,HIPLOT,BASICS
161,Ridge,https://openbiox.github.io/Bizard/Hiplot/154-ridge_files/figure-html/fig-1ridge-1.png,https://openbiox.github.io/Bizard/Hiplot/154-ridge.html,The ridge map is a graph that connects points and forms a ridge,Ridge,HIPLOT,BASICS
162,Sankey,https://openbiox.github.io/Bizard/Hiplot/158-sankey_files/figure-html/fig-1sankey-1.png,https://openbiox.github.io/Bizard/Hiplot/158-sankey.html,Sankey diagrams are a type of flow diagramin which the width of the arrows is proportional to the flow rate,Sankey,HIPLOT,BASICS
163,3D-Scatter,https://openbiox.github.io/Bizard/Hiplot/159-scatter-3d_files/figure-html/fig-1scatter-3d-1.png,https://openbiox.github.io/Bizard/Hiplot/159-scatter-3d.html,,3D-Scatter,HIPLOT,BASICS
164,Gradient Scatter,https://openbiox.github.io/Bizard/Hiplot/160-scatter-gradient_files/figure-html/fig-1scatter-gradient-1.png,https://openbiox.github.io/Bizard/Hiplot/160-scatter-gradient.html,Two-dimensional spatial scatter to demonstrate multi-numerical variable relationships,Gradient Scatter,HIPLOT,BASICS
165,Scatter,https://openbiox.github.io/Bizard/Hiplot/161-scatter_files/figure-html/fig-1scatter-1.png,https://openbiox.github.io/Bizard/Hiplot/161-scatter.html,Two groups of data are used to form multiple coordinate points,Scatter,HIPLOT,BASICS
166,Scatter2,https://openbiox.github.io/Bizard/Hiplot/162-scatter2_files/figure-html/fig-1scatter2-1.png,https://openbiox.github.io/Bizard/Hiplot/162-scatter2.html,Two-dimensional spatial scatter to demonstrate multi-numerical variable relationships,Scatter2,HIPLOT,BASICS
167,Scatterpie,https://openbiox.github.io/Bizard/Hiplot/163-scatterpie_files/figure-html/fig-1scatterpie-1.png,https://openbiox.github.io/Bizard/Hiplot/163-scatterpie.html,Scatter Pie can be used to visualize data fraction in different space coordinates,Scatterpie,HIPLOT,BASICS
168,Simple Funnel Diagram,https://raw.githubusercontent.com/openbiox/Bizard/refs/heads/main/images/Hiplot/164-simple-funnel-diagram.png,https://openbiox.github.io/Bizard/Hiplot/164-simple-funnel-diagram.html,Simple funnel diagram using echarts4r package,Simple Funnel Diagram,HIPLOT,BASICS
169,Slopegraph,https://openbiox.github.io/Bizard/Hiplot/165-slopegraph_files/figure-html/fig-1slopegraph-1.png,https://openbiox.github.io/Bizard/Hiplot/165-slopegraph.html,Sopegraph can be used to display the change of values,Slopegraph,HIPLOT,BASICS
170,Percentsge Stacked Bar Chart,https://openbiox.github.io/Bizard/Hiplot/167-stacked-percentage-bar-chart_files/figure-html/fig-1stacked-percentage-bar-chart-1.png,https://openbiox.github.io/Bizard/Hiplot/167-stacked-percentage-bar-chart.html,Percentsge stacked bar chart using ggplot,Percentsge Stacked Bar Chart,HIPLOT,BASICS
171,Streamgraph,https://raw.githubusercontent.com/openbiox/Bizard/refs/heads/main/images/Hiplot/168-streamgraph.png,https://openbiox.github.io/Bizard/Hiplot/168-streamgraph.html,Stream graph using streamgraph package,Streamgraph,HIPLOT,BASICS
172,Treemap,https://openbiox.github.io/Bizard/Hiplot/173-treemap_files/figure-html/fig-1treemap-1.png,https://openbiox.github.io/Bizard/Hiplot/173-treemap.html,Tree map is a kind of tree structure diagram that graphical form to represent hierarchy structure,Treemap,HIPLOT,BASICS
173,Tricolor Histogram,https://openbiox.github.io/Bizard/Hiplot/174-tricolor-histogram_files/figure-html/fig-1tricolor-histogram-1.png,https://openbiox.github.io/Bizard/Hiplot/174-tricolor-histogram.html,"The tricolored histogram divides the histogram into three regions: low-value zone, middle-value zone, and high-value zone, using three different colors",Tricolor Histogram,HIPLOT,BASICS
174,Upset Plot,https://openbiox.github.io/Bizard/Hiplot/177-upset-plot_files/figure-html/fig-1upset-plot-1.png,https://openbiox.github.io/Bizard/Hiplot/177-upset-plot.html,Upset can be used to show the interactive relationship between collections,Upset Plot,HIPLOT,BASICS
175,Venn,https://openbiox.github.io/Bizard/Hiplot/178-venn_files/figure-html/fig-1venn-1.png,https://openbiox.github.io/Bizard/Hiplot/178-venn.html,A Venn diagram is a diagramthat shows all possible logical relations between a finite collection of different sets,Venn,HIPLOT,BASICS
176,Venn2,https://openbiox.github.io/Bizard/Hiplot/179-venn2_files/figure-html/fig-1venn2-1.png,https://openbiox.github.io/Bizard/Hiplot/179-venn2.html,A Venn diagram is a diagramthat shows all possible logical relations between a finite collection of different sets,Venn2,HIPLOT,BASICS
177,Violin Group,https://openbiox.github.io/Bizard/Hiplot/180-violin-group_files/figure-html/fig-1violin-group-1.png,https://openbiox.github.io/Bizard/Hiplot/180-violin-group.html,Violin and box plot of grouped data with T-test,Violin Group,HIPLOT,BASICS
178,Violin,https://openbiox.github.io/Bizard/Hiplot/181-violin_files/figure-html/fig-1violin-1.png,https://openbiox.github.io/Bizard/Hiplot/181-violin.html,"The violin plot, named for its resemblance to a violin, is a statistical diagram combining a box diagram with a kernel density diagram to show the distribution of data and the probability density",Violin,HIPLOT,BASICS
179,Visdat,https://openbiox.github.io/Bizard/Hiplot/182-visdat_files/figure-html/fig-1visdat-1.png,https://openbiox.github.io/Bizard/Hiplot/182-visdat.html,Visdat plot using visdat package,Visdat,HIPLOT,BASICS
180,Waffle Plot,https://openbiox.github.io/Bizard/Hiplot/184-waffle_files/figure-html/fig-1waffle-1.png,https://openbiox.github.io/Bizard/Hiplot/184-waffle.html,Waffle plot using waffle package,Waffle Plot,HIPLOT,BASICS
181,Waterfalls Plot2,https://openbiox.github.io/Bizard/Hiplot/185-waterfalls-plot_files/figure-html/fig-1waterfalls-plot-1.png,https://openbiox.github.io/Bizard/Hiplot/185-waterfalls-plot.html,"Used to visualize changes in data, with the difference from version 1 being the ability to customize the colors for upward and downward values",Waterfalls Plot2,HIPLOT,BASICS
182,Waterfalls,https://openbiox.github.io/Bizard/Hiplot/186-waterfalls_files/figure-html/fig-1waterfalls-1.png,https://openbiox.github.io/Bizard/Hiplot/186-waterfalls.html,The waterfall chart is used to display the cumulative effect of sequentially introduced positive or negative values,Waterfalls,HIPLOT,BASICS
183,PCA,https://openbiox.github.io/Bizard/Hiplot/187-pca_files/figure-html/fig1-pca-1.png,https://openbiox.github.io/Bizard/Hiplot/187-pca.html,"Principal component analysis (PCA) is a data processing method with ¡°dimension reduction¡± as the core, replacing multi-index data with a few comprehensive indicators (PCA), and restoring the most essential characteristics of data",PCA,HIPLOT,BASICS
184,Barplot Color Group,https://openbiox.github.io/Bizard/Hiplot/004-barplot-color-group_files/figure-html/fig-1barplot-color-group-1.png,https://openbiox.github.io/Bizard/Hiplot/004-barplot-color-group.html,This plot visualizes the results of GO/KEGG pathway enrichment analysis,Barplot Color Group,HIPLOT,OMICS
185,Barplot Gradient,https://openbiox.github.io/Bizard/Hiplot/008-barplot-gradient_files/figure-html/fig-1Barplot-gradient-1.png,https://openbiox.github.io/Bizard/Hiplot/008-barplot-gradient.html,"It is similar to the bubble chart, but on the basis of the histogram, a color gradient rectangle is used to simultaneously display the visualization of two variables",Barplot Gradient,HIPLOT,OMICS
186,Corrplot Big Data,https://openbiox.github.io/Bizard/Hiplot/013-big-corrplot_files/figure-html/fig-1Big-corrplot-1.png,https://openbiox.github.io/Bizard/Hiplot/013-big-corrplot.html,"Red indicates positive correlation between two genes, blue indicates negative correlation between two genes, and the number in each cell indicates correlation coefficient",Corrplot Big Data,HIPLOT,OMICS
187,Bubble,https://openbiox.github.io/Bizard/Hiplot/016-bubble_files/figure-html/fig-1Bubble-1.png,https://openbiox.github.io/Bizard/Hiplot/016-bubble.html,"The x-axis represents Gene Ridio, and the y-axis is GO Term; The size of the dot represents the number of genes, and the color of the dot represents the high or low P value",Bubble,HIPLOT,OMICS
188,Chord Plot,https://openbiox.github.io/Bizard/Hiplot/020-chord_files/figure-html/fig-1Chord-1.png,https://openbiox.github.io/Bizard/Hiplot/020-chord.html,"The complex interaction is visualized in the form of chord graph, Data frame or matrix of interaction of genes with pathways or gene ontologys",Chord Plot,HIPLOT,OMICS
189,Correlation Heatmap,https://openbiox.github.io/Bizard/Hiplot/030-cor-heatmap_files/figure-html/fig-1Cor-heatmap-1.png,https://openbiox.github.io/Bizard/Hiplot/030-cor-heatmap.html,"Red indicates positive correlation between two genes, blue indicates negative correlation between two genes, and the number in each cell indicates correlation coefficient",Correlation Heatmap,HIPLOT,OMICS
190,Corrplot,https://openbiox.github.io/Bizard/Hiplot/033-corrplot_files/figure-html/fig-1Corrplot-1.png,https://openbiox.github.io/Bizard/Hiplot/033-corrplot.html,"Red indicates positive correlation between two genes, blue indicates negative correlation between two genes, and the number in each cell indicates correlation coefficient",Corrplot,HIPLOT,OMICS
191,Dendrogram,https://openbiox.github.io/Bizard/Hiplot/037-dendrogram_files/figure-html/fig-1Dendrogram-1.png,https://openbiox.github.io/Bizard/Hiplot/037-dendrogram.html,The dendrogram is a diagram representing a tree,Dendrogram,HIPLOT,OMICS
